,train_loss,val_loss,lr,mask_val_loss,regr_val_loss
179,10.260429,-1.0,0.001,-1.0,-1.0
180,11.1857815,-1.0,0.001,-1.0,-1.0
181,10.84534,-1.0,0.001,-1.0,-1.0
182,8.864964,-1.0,0.001,-1.0,-1.0
183,9.767563,-1.0,0.001,-1.0,-1.0
184,10.952787,-1.0,0.001,-1.0,-1.0
185,12.750871,-1.0,0.001,-1.0,-1.0
186,11.508776,-1.0,0.001,-1.0,-1.0
187,8.936196,-1.0,0.001,-1.0,-1.0
188,9.449173,-1.0,0.001,-1.0,-1.0
189,8.956966,-1.0,0.001,-1.0,-1.0
190,11.268853,-1.0,0.001,-1.0,-1.0
191,9.1665325,-1.0,0.001,-1.0,-1.0
192,10.363236,-1.0,0.001,-1.0,-1.0
193,11.007647,-1.0,0.001,-1.0,-1.0
194,10.227013,-1.0,0.001,-1.0,-1.0
195,10.024601,-1.0,0.001,-1.0,-1.0
196,10.036656,-1.0,0.001,-1.0,-1.0
197,8.591402,-1.0,0.001,-1.0,-1.0
198,11.3344145,-1.0,0.001,-1.0,-1.0
199,12.018297,-1.0,0.001,-1.0,-1.0
200,7.971123,-1.0,0.001,-1.0,-1.0
201,8.179066,-1.0,0.001,-1.0,-1.0
202,7.7176976,-1.0,0.001,-1.0,-1.0
203,8.199342,-1.0,0.001,-1.0,-1.0
204,12.768208,-1.0,0.001,-1.0,-1.0
205,9.341552,-1.0,0.001,-1.0,-1.0
206,10.80319,-1.0,0.001,-1.0,-1.0
207,10.769544,-1.0,0.001,-1.0,-1.0
208,9.046836,-1.0,0.001,-1.0,-1.0
209,10.32072,-1.0,0.001,-1.0,-1.0
210,8.6906,-1.0,0.001,-1.0,-1.0
211,7.871466,-1.0,0.001,-1.0,-1.0
212,8.579706,-1.0,0.001,-1.0,-1.0
213,6.8931518,-1.0,0.001,-1.0,-1.0
214,8.524033,-1.0,0.001,-1.0,-1.0
215,7.177012,-1.0,0.001,-1.0,-1.0
216,9.819081,-1.0,0.001,-1.0,-1.0
217,10.641941,-1.0,0.001,-1.0,-1.0
218,6.2657886,-1.0,0.001,-1.0,-1.0
219,9.367728,-1.0,0.001,-1.0,-1.0
220,5.7426386,-1.0,0.001,-1.0,-1.0
221,8.977644,-1.0,0.001,-1.0,-1.0
222,8.440742,-1.0,0.001,-1.0,-1.0
223,6.908443,-1.0,0.001,-1.0,-1.0
224,9.008509,-1.0,0.001,-1.0,-1.0
225,6.4358897,-1.0,0.001,-1.0,-1.0
226,9.187187,-1.0,0.001,-1.0,-1.0
227,11.163919,-1.0,0.001,-1.0,-1.0
228,6.188973,-1.0,0.001,-1.0,-1.0
229,7.1640825,-1.0,0.001,-1.0,-1.0
230,6.977928,-1.0,0.001,-1.0,-1.0
231,8.876556,-1.0,0.001,-1.0,-1.0
232,8.787218,-1.0,0.001,-1.0,-1.0
233,8.328614,-1.0,0.001,-1.0,-1.0
234,9.055489,-1.0,0.001,-1.0,-1.0
235,8.436221,-1.0,0.001,-1.0,-1.0
236,10.083366,-1.0,0.001,-1.0,-1.0
237,8.953039,-1.0,0.001,-1.0,-1.0
238,8.942425,-1.0,0.001,-1.0,-1.0
239,5.659348,-1.0,0.001,-1.0,-1.0
240,6.6152186,-1.0,0.001,-1.0,-1.0
241,9.103993,-1.0,0.001,-1.0,-1.0
242,7.380295,-1.0,0.001,-1.0,-1.0
243,6.204907,-1.0,0.001,-1.0,-1.0
244,8.712761,-1.0,0.001,-1.0,-1.0
245,10.388051,-1.0,0.001,-1.0,-1.0
246,10.795785,-1.0,0.001,-1.0,-1.0
247,6.4690256,-1.0,0.001,-1.0,-1.0
248,7.654351,-1.0,0.001,-1.0,-1.0
249,9.480808,-1.0,0.001,-1.0,-1.0
250,7.505785,-1.0,0.001,-1.0,-1.0
251,8.555746,-1.0,0.001,-1.0,-1.0
252,9.366548,-1.0,0.001,-1.0,-1.0
253,9.225416,-1.0,0.001,-1.0,-1.0
254,9.407734,-1.0,0.001,-1.0,-1.0
255,8.777869,-1.0,0.001,-1.0,-1.0
256,11.970604,-1.0,0.001,-1.0,-1.0
257,9.551305,-1.0,0.001,-1.0,-1.0
258,6.8749933,-1.0,0.001,-1.0,-1.0
259,6.316311,-1.0,0.001,-1.0,-1.0
260,8.831732,-1.0,0.001,-1.0,-1.0
261,7.668854,-1.0,0.001,-1.0,-1.0
262,11.474941,-1.0,0.001,-1.0,-1.0
263,6.5227947,-1.0,0.001,-1.0,-1.0
264,11.069734,-1.0,0.001,-1.0,-1.0
265,6.7569275,-1.0,0.001,-1.0,-1.0
266,6.7930455,-1.0,0.001,-1.0,-1.0
267,8.564056,-1.0,0.001,-1.0,-1.0
268,6.0156436,-1.0,0.001,-1.0,-1.0
269,7.1354847,-1.0,0.001,-1.0,-1.0
270,7.9647217,-1.0,0.001,-1.0,-1.0
271,8.935249,-1.0,0.001,-1.0,-1.0
272,7.6337657,-1.0,0.001,-1.0,-1.0
273,7.1029196,-1.0,0.001,-1.0,-1.0
274,6.4983444,-1.0,0.001,-1.0,-1.0
275,9.032727,-1.0,0.001,-1.0,-1.0
276,6.7792296,-1.0,0.001,-1.0,-1.0
277,6.356183,-1.0,0.001,-1.0,-1.0
278,7.926783,-1.0,0.001,-1.0,-1.0
279,7.9811883,-1.0,0.001,-1.0,-1.0
280,7.2094145,-1.0,0.001,-1.0,-1.0
281,5.9214644,-1.0,0.001,-1.0,-1.0
282,6.8749075,-1.0,0.001,-1.0,-1.0
283,6.3698516,-1.0,0.001,-1.0,-1.0
284,8.473177,-1.0,0.001,-1.0,-1.0
285,6.2227416,-1.0,0.001,-1.0,-1.0
286,6.4414706,-1.0,0.001,-1.0,-1.0
287,11.085282,-1.0,0.001,-1.0,-1.0
288,8.211071,-1.0,0.001,-1.0,-1.0
289,10.594292,-1.0,0.001,-1.0,-1.0
290,5.9579234,-1.0,0.001,-1.0,-1.0
291,5.800901,-1.0,0.001,-1.0,-1.0
292,5.29186,-1.0,0.001,-1.0,-1.0
293,9.00494,-1.0,0.001,-1.0,-1.0
294,8.1193285,-1.0,0.001,-1.0,-1.0
295,10.200708,-1.0,0.001,-1.0,-1.0
296,7.5667386,-1.0,0.001,-1.0,-1.0
297,5.556044,-1.0,0.001,-1.0,-1.0
298,7.93847,-1.0,0.001,-1.0,-1.0
299,8.728551,-1.0,0.001,-1.0,-1.0
300,9.220282,-1.0,0.001,-1.0,-1.0
301,8.381937,-1.0,0.001,-1.0,-1.0
302,7.9428515,-1.0,0.001,-1.0,-1.0
303,7.4387307,-1.0,0.001,-1.0,-1.0
304,8.511767,-1.0,0.001,-1.0,-1.0
305,6.2089376,-1.0,0.001,-1.0,-1.0
306,6.759646,-1.0,0.001,-1.0,-1.0
307,5.9443254,-1.0,0.001,-1.0,-1.0
308,7.6195197,-1.0,0.001,-1.0,-1.0
309,5.3575883,-1.0,0.001,-1.0,-1.0
310,6.3202605,-1.0,0.001,-1.0,-1.0
311,6.4941983,-1.0,0.001,-1.0,-1.0
312,8.005178,-1.0,0.001,-1.0,-1.0
313,7.513685,-1.0,0.001,-1.0,-1.0
314,7.2495103,-1.0,0.001,-1.0,-1.0
315,5.9689207,-1.0,0.001,-1.0,-1.0
316,6.033127,-1.0,0.001,-1.0,-1.0
317,5.5007944,-1.0,0.001,-1.0,-1.0
318,7.0019484,-1.0,0.001,-1.0,-1.0
319,6.9304304,-1.0,0.001,-1.0,-1.0
320,5.1917987,-1.0,0.001,-1.0,-1.0
321,6.722277,-1.0,0.001,-1.0,-1.0
322,6.0947747,-1.0,0.001,-1.0,-1.0
323,6.51779,-1.0,0.001,-1.0,-1.0
324,5.233368,-1.0,0.001,-1.0,-1.0
325,7.94968,-1.0,0.001,-1.0,-1.0
326,4.5015774,-1.0,0.001,-1.0,-1.0
327,8.11235,-1.0,0.001,-1.0,-1.0
328,7.023601,-1.0,0.001,-1.0,-1.0
329,5.1241393,-1.0,0.001,-1.0,-1.0
330,10.993981,-1.0,0.001,-1.0,-1.0
331,7.2647233,-1.0,0.001,-1.0,-1.0
332,7.2375097,-1.0,0.001,-1.0,-1.0
333,7.651417,-1.0,0.001,-1.0,-1.0
334,6.1775203,-1.0,0.001,-1.0,-1.0
335,8.565905,-1.0,0.001,-1.0,-1.0
336,5.605621,-1.0,0.001,-1.0,-1.0
337,4.2891154,-1.0,0.001,-1.0,-1.0
338,9.309061,-1.0,0.001,-1.0,-1.0
339,5.672508,-1.0,0.001,-1.0,-1.0
340,7.674654,-1.0,0.001,-1.0,-1.0
341,7.458641,-1.0,0.001,-1.0,-1.0
342,7.4507732,-1.0,0.001,-1.0,-1.0
343,5.768808,-1.0,0.001,-1.0,-1.0
344,7.4103656,-1.0,0.001,-1.0,-1.0
345,6.2027793,-1.0,0.001,-1.0,-1.0
346,5.931965,-1.0,0.001,-1.0,-1.0
347,6.629674,-1.0,0.001,-1.0,-1.0
348,6.730828,-1.0,0.001,-1.0,-1.0
349,5.3142323,-1.0,0.001,-1.0,-1.0
350,6.0424857,-1.0,0.001,-1.0,-1.0
351,6.153514,-1.0,0.001,-1.0,-1.0
352,8.032953,-1.0,0.001,-1.0,-1.0
353,5.8434377,-1.0,0.001,-1.0,-1.0
354,6.114801,-1.0,0.001,-1.0,-1.0
355,5.8870797,-1.0,0.001,-1.0,-1.0
356,6.4248095,-1.0,0.001,-1.0,-1.0
357,5.948583,-1.0,0.001,-1.0,-1.0
358,6.0846376,-1.0,0.001,-1.0,-1.0
359,4.976132,-1.0,0.001,-1.0,-1.0
360,6.123188,-1.0,0.001,-1.0,-1.0
361,5.415953,-1.0,0.001,-1.0,-1.0
362,5.4939694,-1.0,0.001,-1.0,-1.0
363,6.991677,-1.0,0.001,-1.0,-1.0
364,5.2685337,-1.0,0.001,-1.0,-1.0
365,4.2062283,-1.0,0.001,-1.0,-1.0
366,5.1180596,-1.0,0.001,-1.0,-1.0
367,6.516562,-1.0,0.001,-1.0,-1.0
368,4.6405897,-1.0,0.001,-1.0,-1.0
369,8.2993765,-1.0,0.001,-1.0,-1.0
370,5.08901,-1.0,0.001,-1.0,-1.0
371,5.2984066,-1.0,0.001,-1.0,-1.0
372,9.534873,-1.0,0.001,-1.0,-1.0
373,5.32856,-1.0,0.001,-1.0,-1.0
374,4.603769,-1.0,0.001,-1.0,-1.0
375,7.6301775,-1.0,0.001,-1.0,-1.0
376,8.004178,-1.0,0.001,-1.0,-1.0
377,7.627366,-1.0,0.001,-1.0,-1.0
378,4.720436,-1.0,0.001,-1.0,-1.0
379,12.058378,-1.0,0.001,-1.0,-1.0
380,4.563571,-1.0,0.001,-1.0,-1.0
381,9.070642,-1.0,0.001,-1.0,-1.0
382,5.2162323,-1.0,0.001,-1.0,-1.0
383,5.9540215,-1.0,0.001,-1.0,-1.0
384,5.70637,-1.0,0.001,-1.0,-1.0
385,8.620121,-1.0,0.001,-1.0,-1.0
386,5.2545466,-1.0,0.001,-1.0,-1.0
387,6.8701086,-1.0,0.001,-1.0,-1.0
388,7.105384,-1.0,0.001,-1.0,-1.0
389,6.5898724,-1.0,0.001,-1.0,-1.0
390,7.3874626,-1.0,0.001,-1.0,-1.0
391,5.956258,-1.0,0.001,-1.0,-1.0
392,6.7746353,-1.0,0.001,-1.0,-1.0
393,6.478855,-1.0,0.001,-1.0,-1.0
394,5.9125085,-1.0,0.001,-1.0,-1.0
395,6.6775017,-1.0,0.001,-1.0,-1.0
396,4.864118,-1.0,0.001,-1.0,-1.0
397,5.095559,-1.0,0.001,-1.0,-1.0
398,6.7808194,-1.0,0.001,-1.0,-1.0
399,6.999246,-1.0,0.001,-1.0,-1.0
400,6.7766724,-1.0,0.001,-1.0,-1.0
401,4.742326,-1.0,0.001,-1.0,-1.0
402,7.9457088,-1.0,0.001,-1.0,-1.0
403,5.1172457,-1.0,0.001,-1.0,-1.0
404,4.095486,-1.0,0.001,-1.0,-1.0
405,6.206314,-1.0,0.001,-1.0,-1.0
406,4.4397526,-1.0,0.001,-1.0,-1.0
407,6.688131,-1.0,0.001,-1.0,-1.0
408,4.5883613,-1.0,0.001,-1.0,-1.0
409,5.9983425,-1.0,0.001,-1.0,-1.0
410,6.4016814,-1.0,0.001,-1.0,-1.0
411,6.5706296,-1.0,0.001,-1.0,-1.0
412,9.347979,-1.0,0.001,-1.0,-1.0
413,5.564461,-1.0,0.001,-1.0,-1.0
414,7.1123314,-1.0,0.001,-1.0,-1.0
415,6.619472,-1.0,0.001,-1.0,-1.0
416,6.4758835,-1.0,0.001,-1.0,-1.0
417,5.804783,-1.0,0.001,-1.0,-1.0
418,5.8398046,-1.0,0.001,-1.0,-1.0
419,5.375797,-1.0,0.001,-1.0,-1.0
420,7.5949116,-1.0,0.001,-1.0,-1.0
421,4.1746674,-1.0,0.001,-1.0,-1.0
422,4.8660464,-1.0,0.001,-1.0,-1.0
423,4.4633355,-1.0,0.001,-1.0,-1.0
424,6.268104,-1.0,0.001,-1.0,-1.0
425,4.585154,-1.0,0.001,-1.0,-1.0
426,6.8591056,-1.0,0.001,-1.0,-1.0
427,4.672989,-1.0,0.001,-1.0,-1.0
428,3.4783459,-1.0,0.001,-1.0,-1.0
429,5.9272976,-1.0,0.001,-1.0,-1.0
430,5.3045726,-1.0,0.001,-1.0,-1.0
431,7.613591,-1.0,0.001,-1.0,-1.0
432,4.678003,-1.0,0.001,-1.0,-1.0
433,5.644387,-1.0,0.001,-1.0,-1.0
434,7.683,-1.0,0.001,-1.0,-1.0
435,4.111697,-1.0,0.001,-1.0,-1.0
436,5.9560375,-1.0,0.001,-1.0,-1.0
437,6.1990123,-1.0,0.001,-1.0,-1.0
438,5.20522,-1.0,0.001,-1.0,-1.0
439,6.407806,-1.0,0.001,-1.0,-1.0
440,6.971666,-1.0,0.001,-1.0,-1.0
441,5.7176433,-1.0,0.001,-1.0,-1.0
442,6.546915,-1.0,0.001,-1.0,-1.0
443,5.714777,-1.0,0.001,-1.0,-1.0
444,5.587367,-1.0,0.001,-1.0,-1.0
445,5.8669963,-1.0,0.001,-1.0,-1.0
446,8.498313,-1.0,0.001,-1.0,-1.0
447,8.991797,-1.0,0.001,-1.0,-1.0
448,5.1854615,-1.0,0.001,-1.0,-1.0
449,8.876572,-1.0,0.001,-1.0,-1.0
450,6.266453,-1.0,0.001,-1.0,-1.0
451,5.015787,-1.0,0.001,-1.0,-1.0
452,9.323912,-1.0,0.001,-1.0,-1.0
453,5.496308,-1.0,0.001,-1.0,-1.0
454,6.6327295,-1.0,0.001,-1.0,-1.0
455,7.4528465,-1.0,0.001,-1.0,-1.0
456,7.0733595,-1.0,0.001,-1.0,-1.0
457,8.039646,-1.0,0.001,-1.0,-1.0
458,4.8063006,-1.0,0.001,-1.0,-1.0
459,6.313455,-1.0,0.001,-1.0,-1.0
460,7.199889,-1.0,0.001,-1.0,-1.0
461,6.0343766,-1.0,0.001,-1.0,-1.0
462,6.000508,-1.0,0.001,-1.0,-1.0
463,7.196906,-1.0,0.001,-1.0,-1.0
464,6.859977,-1.0,0.001,-1.0,-1.0
465,3.8949492,-1.0,0.001,-1.0,-1.0
466,5.3278427,-1.0,0.001,-1.0,-1.0
467,6.8943353,-1.0,0.001,-1.0,-1.0
468,5.622577,-1.0,0.001,-1.0,-1.0
469,5.4491024,-1.0,0.001,-1.0,-1.0
470,5.346741,-1.0,0.001,-1.0,-1.0
471,3.600652,-1.0,0.001,-1.0,-1.0
472,6.042334,-1.0,0.001,-1.0,-1.0
473,4.333773,-1.0,0.001,-1.0,-1.0
474,6.2376723,-1.0,0.001,-1.0,-1.0
475,4.927815,-1.0,0.001,-1.0,-1.0
476,3.4912398,-1.0,0.001,-1.0,-1.0
477,6.9097877,-1.0,0.001,-1.0,-1.0
478,4.4519715,-1.0,0.001,-1.0,-1.0
479,5.4985976,-1.0,0.001,-1.0,-1.0
480,7.1315613,-1.0,0.001,-1.0,-1.0
481,4.3709655,-1.0,0.001,-1.0,-1.0
482,5.266729,-1.0,0.001,-1.0,-1.0
483,6.799137,-1.0,0.001,-1.0,-1.0
484,3.824791,-1.0,0.001,-1.0,-1.0
485,5.596864,-1.0,0.001,-1.0,-1.0
486,4.0643444,-1.0,0.001,-1.0,-1.0
487,6.785555,-1.0,0.001,-1.0,-1.0
488,3.1676788,-1.0,0.001,-1.0,-1.0
489,5.9879155,-1.0,0.001,-1.0,-1.0
490,5.3591995,-1.0,0.001,-1.0,-1.0
491,4.9603024,-1.0,0.001,-1.0,-1.0
492,7.6520386,-1.0,0.001,-1.0,-1.0
493,6.7514744,-1.0,0.001,-1.0,-1.0
494,4.9267507,-1.0,0.001,-1.0,-1.0
495,5.048252,-1.0,0.001,-1.0,-1.0
496,7.250038,-1.0,0.001,-1.0,-1.0
497,6.181564,-1.0,0.001,-1.0,-1.0
498,4.785396,-1.0,0.001,-1.0,-1.0
499,5.446701,-1.0,0.001,-1.0,-1.0
500,4.699631,-1.0,0.001,-1.0,-1.0
501,3.15936,-1.0,0.001,-1.0,-1.0
502,5.3330774,-1.0,0.001,-1.0,-1.0
503,4.2333117,-1.0,0.001,-1.0,-1.0
504,5.1384416,-1.0,0.001,-1.0,-1.0
505,8.3181305,-1.0,0.001,-1.0,-1.0
506,6.88449,-1.0,0.001,-1.0,-1.0
507,5.8715544,-1.0,0.001,-1.0,-1.0
508,9.9945545,-1.0,0.001,-1.0,-1.0
509,3.3684602,-1.0,0.001,-1.0,-1.0
510,6.7932487,-1.0,0.001,-1.0,-1.0
511,4.5248303,-1.0,0.001,-1.0,-1.0
512,6.200416,-1.0,0.001,-1.0,-1.0
513,7.3040867,-1.0,0.001,-1.0,-1.0
514,5.7186046,-1.0,0.001,-1.0,-1.0
515,4.183999,-1.0,0.001,-1.0,-1.0
516,3.7110841,-1.0,0.001,-1.0,-1.0
517,8.294892,-1.0,0.001,-1.0,-1.0
518,5.128943,-1.0,0.001,-1.0,-1.0
519,3.113566,-1.0,0.001,-1.0,-1.0
520,7.3986707,-1.0,0.001,-1.0,-1.0
521,4.269817,-1.0,0.001,-1.0,-1.0
522,8.04631,-1.0,0.001,-1.0,-1.0
523,4.1743956,-1.0,0.001,-1.0,-1.0
524,7.0578394,-1.0,0.001,-1.0,-1.0
525,4.806801,-1.0,0.001,-1.0,-1.0
526,3.3968174,-1.0,0.001,-1.0,-1.0
