train_loss,val_loss,lr,mask_val_loss,regr_val_loss
1.284117,-1.0,0.001,-1.0,-1.0
1.9839402,-1.0,0.001,-1.0,-1.0
2.272505,-1.0,0.001,-1.0,-1.0
2.8747559,-1.0,0.001,-1.0,-1.0
1.7033553,-1.0,0.001,-1.0,-1.0
3.2812932,-1.0,0.001,-1.0,-1.0
1.2208025,-1.0,0.001,-1.0,-1.0
4.173034,-1.0,0.001,-1.0,-1.0
4.9949555,-1.0,0.001,-1.0,-1.0
3.3477771,-1.0,0.001,-1.0,-1.0
2.1847198,-1.0,0.001,-1.0,-1.0
2.990846,-1.0,0.001,-1.0,-1.0
3.8010323,-1.0,0.001,-1.0,-1.0
1.3420273,-1.0,0.001,-1.0,-1.0
2.6567235,-1.0,0.001,-1.0,-1.0
3.719291,-1.0,0.001,-1.0,-1.0
2.476305,-1.0,0.001,-1.0,-1.0
1.8848858,-1.0,0.001,-1.0,-1.0
2.083466,-1.0,0.001,-1.0,-1.0
1.8191959,-1.0,0.001,-1.0,-1.0
1.6243583,-1.0,0.001,-1.0,-1.0
5.1121435,-1.0,0.001,-1.0,-1.0
3.609162,-1.0,0.001,-1.0,-1.0
1.6711807,-1.0,0.001,-1.0,-1.0
3.525025,-1.0,0.001,-1.0,-1.0
4.3749857,-1.0,0.001,-1.0,-1.0
1.6882855,-1.0,0.001,-1.0,-1.0
2.996191,-1.0,0.001,-1.0,-1.0
4.5239415,-1.0,0.001,-1.0,-1.0
2.5093465,-1.0,0.001,-1.0,-1.0
2.6507835,-1.0,0.001,-1.0,-1.0
4.140479,-1.0,0.001,-1.0,-1.0
3.1794374,-1.0,0.001,-1.0,-1.0
3.6369905,-1.0,0.001,-1.0,-1.0
3.117035,-1.0,0.001,-1.0,-1.0
2.171178,-1.0,0.001,-1.0,-1.0
3.0279884,-1.0,0.001,-1.0,-1.0
3.2131062,-1.0,0.001,-1.0,-1.0
3.7352538,-1.0,0.001,-1.0,-1.0
1.7793432,-1.0,0.001,-1.0,-1.0
2.9551215,-1.0,0.001,-1.0,-1.0
5.17688,-1.0,0.001,-1.0,-1.0
2.2155437,-1.0,0.001,-1.0,-1.0
4.14388,-1.0,0.001,-1.0,-1.0
5.3039684,-1.0,0.001,-1.0,-1.0
2.4892554,-1.0,0.001,-1.0,-1.0
2.1896443,-1.0,0.001,-1.0,-1.0
6.098727,-1.0,0.001,-1.0,-1.0
3.3410687,-1.0,0.001,-1.0,-1.0
4.176177,-1.0,0.001,-1.0,-1.0
1.7107599,-1.0,0.001,-1.0,-1.0
4.5301323,-1.0,0.001,-1.0,-1.0
1.8108487,-1.0,0.001,-1.0,-1.0
3.094751,-1.0,0.001,-1.0,-1.0
4.740325,-1.0,0.001,-1.0,-1.0
3.5986483,-1.0,0.001,-1.0,-1.0
1.7996602,-1.0,0.001,-1.0,-1.0
2.3736854,-1.0,0.001,-1.0,-1.0
2.087739,-1.0,0.001,-1.0,-1.0
1.5726203,-1.0,0.001,-1.0,-1.0
1.7006708,-1.0,0.001,-1.0,-1.0
3.450305,-1.0,0.001,-1.0,-1.0
1.8803072,-1.0,0.001,-1.0,-1.0
4.3213887,-1.0,0.001,-1.0,-1.0
2.3246937,-1.0,0.001,-1.0,-1.0
1.6998495,-1.0,0.001,-1.0,-1.0
3.2423625,-1.0,0.001,-1.0,-1.0
2.7059443,-1.0,0.001,-1.0,-1.0
2.5705123,-1.0,0.001,-1.0,-1.0
1.8064249,-1.0,0.001,-1.0,-1.0
1.0448308,-1.0,0.001,-1.0,-1.0
4.0994306,-1.0,0.001,-1.0,-1.0
1.9692433,-1.0,0.001,-1.0,-1.0
3.989601,-1.0,0.001,-1.0,-1.0
2.6648095,-1.0,0.001,-1.0,-1.0
3.8452988,-1.0,0.001,-1.0,-1.0
2.5261717,-1.0,0.001,-1.0,-1.0
2.455971,-1.0,0.001,-1.0,-1.0
2.8170278,-1.0,0.001,-1.0,-1.0
4.2749634,-1.0,0.001,-1.0,-1.0
3.396328,-1.0,0.001,-1.0,-1.0
2.9659708,-1.0,0.001,-1.0,-1.0
4.981666,-1.0,0.001,-1.0,-1.0
5.6888294,-1.0,0.001,-1.0,-1.0
3.8428218,-1.0,0.001,-1.0,-1.0
3.957068,-1.0,0.001,-1.0,-1.0
2.538601,-1.0,0.001,-1.0,-1.0
2.4273243,-1.0,0.001,-1.0,-1.0
4.3972435,-1.0,0.001,-1.0,-1.0
1.8215635,-1.0,0.001,-1.0,-1.0
3.112523,-1.0,0.001,-1.0,-1.0
1.5795581,-1.0,0.001,-1.0,-1.0
5.4121594,-1.0,0.001,-1.0,-1.0
2.4384747,-1.0,0.001,-1.0,-1.0
3.6611872,-1.0,0.001,-1.0,-1.0
2.6632469,-1.0,0.001,-1.0,-1.0
2.8967593,-1.0,0.001,-1.0,-1.0
1.5036443,-1.0,0.001,-1.0,-1.0
2.3223238,-1.0,0.001,-1.0,-1.0
2.1177268,-1.0,0.001,-1.0,-1.0
1.9808673,-1.0,0.001,-1.0,-1.0
1.9764595,-1.0,0.001,-1.0,-1.0
3.5723777,-1.0,0.001,-1.0,-1.0
2.7474093,-1.0,0.001,-1.0,-1.0
4.258972,-1.0,0.001,-1.0,-1.0
5.196781,-1.0,0.001,-1.0,-1.0
3.5911698,-1.0,0.001,-1.0,-1.0
2.6241019,-1.0,0.001,-1.0,-1.0
5.463598,-1.0,0.001,-1.0,-1.0
3.4483967,-1.0,0.001,-1.0,-1.0
2.1691902,-1.0,0.001,-1.0,-1.0
3.1141715,-1.0,0.001,-1.0,-1.0
2.2712984,-1.0,0.001,-1.0,-1.0
3.0890586,-1.0,0.001,-1.0,-1.0
6.610032,-1.0,0.001,-1.0,-1.0
3.5097473,-1.0,0.001,-1.0,-1.0
1.7192934,-1.0,0.001,-1.0,-1.0
3.3161776,-1.0,0.001,-1.0,-1.0
3.1002226,-1.0,0.001,-1.0,-1.0
1.7944548,-1.0,0.001,-1.0,-1.0
2.699954,-1.0,0.001,-1.0,-1.0
4.7050157,-1.0,0.001,-1.0,-1.0
1.8000462,-1.0,0.001,-1.0,-1.0
2.3895426,-1.0,0.001,-1.0,-1.0
2.357884,-1.0,0.001,-1.0,-1.0
3.2849598,-1.0,0.001,-1.0,-1.0
3.158748,-1.0,0.001,-1.0,-1.0
1.6098146,-1.0,0.001,-1.0,-1.0
3.2553425,-1.0,0.001,-1.0,-1.0
2.1099977,-1.0,0.001,-1.0,-1.0
1.9217033,-1.0,0.001,-1.0,-1.0
5.179952,-1.0,0.001,-1.0,-1.0
2.3523703,-1.0,0.001,-1.0,-1.0
2.5879295,-1.0,0.001,-1.0,-1.0
3.4154177,-1.0,0.001,-1.0,-1.0
3.1360803,-1.0,0.001,-1.0,-1.0
3.1391258,-1.0,0.001,-1.0,-1.0
3.0588567,-1.0,0.001,-1.0,-1.0
2.3916745,-1.0,0.001,-1.0,-1.0
4.077257,-1.0,0.001,-1.0,-1.0
2.8978305,-1.0,0.001,-1.0,-1.0
3.1525836,-1.0,0.001,-1.0,-1.0
2.7230122,-1.0,0.001,-1.0,-1.0
2.3281898,-1.0,0.001,-1.0,-1.0
2.7208283,-1.0,0.001,-1.0,-1.0
2.6923764,-1.0,0.001,-1.0,-1.0
3.9791327,-1.0,0.001,-1.0,-1.0
2.2624402,-1.0,0.001,-1.0,-1.0
1.4056926,-1.0,0.001,-1.0,-1.0
2.218025,-1.0,0.001,-1.0,-1.0
3.261576,-1.0,0.001,-1.0,-1.0
1.876683,-1.0,0.001,-1.0,-1.0
4.164316,-1.0,0.001,-1.0,-1.0
4.2959237,-1.0,0.001,-1.0,-1.0
3.0843058,-1.0,0.001,-1.0,-1.0
1.7392423,-1.0,0.001,-1.0,-1.0
2.5566025,-1.0,0.001,-1.0,-1.0
4.0568357,-1.0,0.001,-1.0,-1.0
3.4042187,-1.0,0.001,-1.0,-1.0
1.947931,-1.0,0.001,-1.0,-1.0
2.3321931,-1.0,0.001,-1.0,-1.0
1.7668064,-1.0,0.001,-1.0,-1.0
3.0768917,-1.0,0.001,-1.0,-1.0
4.922895,-1.0,0.001,-1.0,-1.0
1.7874398,-1.0,0.001,-1.0,-1.0
1.8511214,-1.0,0.001,-1.0,-1.0
2.4704423,-1.0,0.001,-1.0,-1.0
1.986737,-1.0,0.001,-1.0,-1.0
5.317912,-1.0,0.001,-1.0,-1.0
1.89696,-1.0,0.001,-1.0,-1.0
6.023377,-1.0,0.001,-1.0,-1.0
2.4856398,-1.0,0.001,-1.0,-1.0
4.6720867,-1.0,0.001,-1.0,-1.0
1.5687252,-1.0,0.001,-1.0,-1.0
5.493928,-1.0,0.001,-1.0,-1.0
2.4117675,-1.0,0.001,-1.0,-1.0
2.8541105,-1.0,0.001,-1.0,-1.0
3.0941794,-1.0,0.001,-1.0,-1.0
1.7308042,-1.0,0.001,-1.0,-1.0
3.010432,-1.0,0.001,-1.0,-1.0
2.7759883,-1.0,0.001,-1.0,-1.0
4.9368114,-1.0,0.001,-1.0,-1.0
3.7991257,-1.0,0.001,-1.0,-1.0
3.7682776,-1.0,0.001,-1.0,-1.0
4.647697,-1.0,0.001,-1.0,-1.0
2.7215223,-1.0,0.001,-1.0,-1.0
2.5961452,-1.0,0.001,-1.0,-1.0
3.334988,-1.0,0.001,-1.0,-1.0
3.6440177,-1.0,0.001,-1.0,-1.0
2.7342641,-1.0,0.001,-1.0,-1.0
3.8383498,-1.0,0.001,-1.0,-1.0
2.739556,-1.0,0.001,-1.0,-1.0
3.2500648,24.816046,0.001,11.759197,0.64882535
4.9727516,-1.0,0.001,-1.0,-1.0
4.0665145,-1.0,0.001,-1.0,-1.0
2.6714208,-1.0,0.001,-1.0,-1.0
6.8590684,-1.0,0.001,-1.0,-1.0
3.193938,-1.0,0.001,-1.0,-1.0
2.0529947,-1.0,0.001,-1.0,-1.0
2.9440274,-1.0,0.001,-1.0,-1.0
2.9726324,-1.0,0.001,-1.0,-1.0
5.2657256,-1.0,0.001,-1.0,-1.0
2.571977,-1.0,0.001,-1.0,-1.0
3.3117151,-1.0,0.001,-1.0,-1.0
2.3376381,-1.0,0.001,-1.0,-1.0
3.8697982,-1.0,0.001,-1.0,-1.0
3.0225718,-1.0,0.001,-1.0,-1.0
2.946703,-1.0,0.001,-1.0,-1.0
2.8007193,-1.0,0.001,-1.0,-1.0
2.595068,-1.0,0.001,-1.0,-1.0
2.2931767,-1.0,0.001,-1.0,-1.0
4.2188272,-1.0,0.001,-1.0,-1.0
2.6964319,-1.0,0.001,-1.0,-1.0
3.6507733,-1.0,0.001,-1.0,-1.0
2.3983843,-1.0,0.001,-1.0,-1.0
3.159182,-1.0,0.001,-1.0,-1.0
3.6105685,-1.0,0.001,-1.0,-1.0
2.3927813,-1.0,0.001,-1.0,-1.0
2.3280787,-1.0,0.001,-1.0,-1.0
2.3870945,-1.0,0.001,-1.0,-1.0
2.7660947,-1.0,0.001,-1.0,-1.0
2.48009,-1.0,0.001,-1.0,-1.0
3.7474833,-1.0,0.001,-1.0,-1.0
2.188888,-1.0,0.001,-1.0,-1.0
1.8708293,-1.0,0.001,-1.0,-1.0
1.8801583,-1.0,0.001,-1.0,-1.0
3.9274912,-1.0,0.001,-1.0,-1.0
4.1925526,-1.0,0.001,-1.0,-1.0
2.3739743,-1.0,0.001,-1.0,-1.0
5.297633,-1.0,0.001,-1.0,-1.0
2.2549562,-1.0,0.001,-1.0,-1.0
2.4631164,-1.0,0.001,-1.0,-1.0
1.7642504,-1.0,0.001,-1.0,-1.0
2.4182367,-1.0,0.001,-1.0,-1.0
2.8787916,-1.0,0.001,-1.0,-1.0
2.2898,-1.0,0.001,-1.0,-1.0
4.1064415,-1.0,0.001,-1.0,-1.0
3.3294375,-1.0,0.001,-1.0,-1.0
2.0150683,-1.0,0.001,-1.0,-1.0
3.6150875,-1.0,0.001,-1.0,-1.0
2.7195778,-1.0,0.001,-1.0,-1.0
4.3461194,-1.0,0.001,-1.0,-1.0
1.2983847,-1.0,0.001,-1.0,-1.0
2.6580951,-1.0,0.001,-1.0,-1.0
3.835153,-1.0,0.001,-1.0,-1.0
5.47941,-1.0,0.001,-1.0,-1.0
2.7600617,-1.0,0.001,-1.0,-1.0
1.6455387,-1.0,0.001,-1.0,-1.0
3.2276514,-1.0,0.001,-1.0,-1.0
3.636427,-1.0,0.001,-1.0,-1.0
2.0504072,-1.0,0.001,-1.0,-1.0
4.09564,-1.0,0.001,-1.0,-1.0
2.9787579,-1.0,0.001,-1.0,-1.0
4.455961,-1.0,0.001,-1.0,-1.0
1.0124357,-1.0,0.001,-1.0,-1.0
2.6096947,-1.0,0.001,-1.0,-1.0
3.1918118,-1.0,0.001,-1.0,-1.0
2.7790723,-1.0,0.001,-1.0,-1.0
1.3016593,-1.0,0.001,-1.0,-1.0
4.9799843,-1.0,0.001,-1.0,-1.0
3.1814454,-1.0,0.001,-1.0,-1.0
3.42889,-1.0,0.001,-1.0,-1.0
5.2679896,-1.0,0.001,-1.0,-1.0
5.7720556,-1.0,0.001,-1.0,-1.0
1.9465668,-1.0,0.001,-1.0,-1.0
2.0458305,-1.0,0.001,-1.0,-1.0
3.7042184,-1.0,0.001,-1.0,-1.0
3.3782945,-1.0,0.001,-1.0,-1.0
1.569144,-1.0,0.001,-1.0,-1.0
3.050514,-1.0,0.001,-1.0,-1.0
2.070189,-1.0,0.001,-1.0,-1.0
1.163045,-1.0,0.001,-1.0,-1.0
3.7837267,-1.0,0.001,-1.0,-1.0
2.761062,-1.0,0.001,-1.0,-1.0
5.0054994,-1.0,0.001,-1.0,-1.0
5.0033727,-1.0,0.001,-1.0,-1.0
1.8890066,-1.0,0.001,-1.0,-1.0
2.1708784,-1.0,0.001,-1.0,-1.0
2.2484322,-1.0,0.001,-1.0,-1.0
2.4175906,-1.0,0.001,-1.0,-1.0
3.744746,-1.0,0.001,-1.0,-1.0
4.47363,-1.0,0.001,-1.0,-1.0
1.5623976,-1.0,0.001,-1.0,-1.0
1.6477151,-1.0,0.001,-1.0,-1.0
2.7691972,-1.0,0.001,-1.0,-1.0
3.019496,-1.0,0.001,-1.0,-1.0
4.836932,-1.0,0.001,-1.0,-1.0
2.6831088,-1.0,0.001,-1.0,-1.0
2.9471781,-1.0,0.001,-1.0,-1.0
3.0391066,-1.0,0.001,-1.0,-1.0
1.5250771,-1.0,0.001,-1.0,-1.0
3.8670187,-1.0,0.001,-1.0,-1.0
2.2309625,-1.0,0.001,-1.0,-1.0
3.8166828,-1.0,0.001,-1.0,-1.0
1.9112339,-1.0,0.001,-1.0,-1.0
2.9574816,-1.0,0.001,-1.0,-1.0
1.9728416,-1.0,0.001,-1.0,-1.0
2.8491595,-1.0,0.001,-1.0,-1.0
4.545829,-1.0,0.001,-1.0,-1.0
3.3389382,-1.0,0.001,-1.0,-1.0
1.7420497,-1.0,0.001,-1.0,-1.0
2.969773,-1.0,0.001,-1.0,-1.0
3.8558357,-1.0,0.001,-1.0,-1.0
2.0031168,-1.0,0.001,-1.0,-1.0
2.9102635,-1.0,0.001,-1.0,-1.0
1.8383766,-1.0,0.001,-1.0,-1.0
3.2889712,-1.0,0.001,-1.0,-1.0
1.5835446,-1.0,0.001,-1.0,-1.0
2.5144186,-1.0,0.001,-1.0,-1.0
2.4605258,-1.0,0.001,-1.0,-1.0
1.8990742,-1.0,0.001,-1.0,-1.0
1.9545429,-1.0,0.001,-1.0,-1.0
3.044055,-1.0,0.001,-1.0,-1.0
4.7924657,-1.0,0.001,-1.0,-1.0
3.5270405,-1.0,0.001,-1.0,-1.0
1.5104594,-1.0,0.001,-1.0,-1.0
4.090004,-1.0,0.001,-1.0,-1.0
3.229064,-1.0,0.001,-1.0,-1.0
3.2529144,-1.0,0.001,-1.0,-1.0
3.0328586,-1.0,0.001,-1.0,-1.0
2.7845285,-1.0,0.001,-1.0,-1.0
3.654965,-1.0,0.001,-1.0,-1.0
4.3739457,-1.0,0.001,-1.0,-1.0
2.5654092,-1.0,0.001,-1.0,-1.0
3.176074,-1.0,0.001,-1.0,-1.0
3.2629685,-1.0,0.001,-1.0,-1.0
4.336484,-1.0,0.001,-1.0,-1.0
2.3571851,-1.0,0.001,-1.0,-1.0
2.6811354,-1.0,0.001,-1.0,-1.0
3.87043,-1.0,0.001,-1.0,-1.0
2.4992607,-1.0,0.001,-1.0,-1.0
2.92306,-1.0,0.001,-1.0,-1.0
2.656173,-1.0,0.001,-1.0,-1.0
1.8003819,-1.0,0.001,-1.0,-1.0
2.6551704,-1.0,0.001,-1.0,-1.0
2.503293,-1.0,0.001,-1.0,-1.0
2.4188228,-1.0,0.001,-1.0,-1.0
2.5833144,-1.0,0.001,-1.0,-1.0
3.5774982,-1.0,0.001,-1.0,-1.0
1.6017587,-1.0,0.001,-1.0,-1.0
1.3547632,-1.0,0.001,-1.0,-1.0
2.919621,-1.0,0.001,-1.0,-1.0
2.3059099,-1.0,0.001,-1.0,-1.0
3.7149227,-1.0,0.001,-1.0,-1.0
5.3153577,-1.0,0.001,-1.0,-1.0
2.1647472,-1.0,0.001,-1.0,-1.0
2.5334406,-1.0,0.001,-1.0,-1.0
4.5776606,-1.0,0.001,-1.0,-1.0
1.7121909,-1.0,0.001,-1.0,-1.0
5.1285553,-1.0,0.001,-1.0,-1.0
4.387051,-1.0,0.001,-1.0,-1.0
1.4229991,-1.0,0.001,-1.0,-1.0
2.879871,-1.0,0.001,-1.0,-1.0
3.0899327,-1.0,0.001,-1.0,-1.0
1.6692762,-1.0,0.001,-1.0,-1.0
4.0447707,-1.0,0.001,-1.0,-1.0
1.9846513,-1.0,0.001,-1.0,-1.0
1.9340693,-1.0,0.001,-1.0,-1.0
1.9520001,-1.0,0.001,-1.0,-1.0
2.9934514,-1.0,0.001,-1.0,-1.0
1.6832432,-1.0,0.001,-1.0,-1.0
2.623852,-1.0,0.001,-1.0,-1.0
1.6617179,-1.0,0.001,-1.0,-1.0
1.7521629,-1.0,0.001,-1.0,-1.0
2.946609,-1.0,0.001,-1.0,-1.0
1.7245414,-1.0,0.001,-1.0,-1.0
2.735894,-1.0,0.001,-1.0,-1.0
4.4125276,-1.0,0.001,-1.0,-1.0
2.9432359,-1.0,0.001,-1.0,-1.0
3.0896282,-1.0,0.001,-1.0,-1.0
4.44946,-1.0,0.001,-1.0,-1.0
7.26463,-1.0,0.001,-1.0,-1.0
4.6757426,-1.0,0.001,-1.0,-1.0
3.2362216,-1.0,0.001,-1.0,-1.0
4.2090526,-1.0,0.001,-1.0,-1.0
1.5849239,-1.0,0.001,-1.0,-1.0
2.7225718,-1.0,0.001,-1.0,-1.0
6.510249,-1.0,0.001,-1.0,-1.0
2.5866952,-1.0,0.001,-1.0,-1.0
2.5322976,-1.0,0.001,-1.0,-1.0
3.4612503,-1.0,0.001,-1.0,-1.0
3.2680957,-1.0,0.001,-1.0,-1.0
5.5718923,-1.0,0.001,-1.0,-1.0
3.236553,-1.0,0.001,-1.0,-1.0
1.3901559,-1.0,0.001,-1.0,-1.0
1.8061453,-1.0,0.001,-1.0,-1.0
4.397604,-1.0,0.001,-1.0,-1.0
1.9347241,-1.0,0.001,-1.0,-1.0
3.2397985,-1.0,0.001,-1.0,-1.0
2.8205762,-1.0,0.001,-1.0,-1.0
2.6503267,-1.0,0.001,-1.0,-1.0
3.2823367,-1.0,0.001,-1.0,-1.0
3.9273446,-1.0,0.001,-1.0,-1.0
2.3935406,-1.0,0.001,-1.0,-1.0
5.0385695,-1.0,0.001,-1.0,-1.0
3.6210523,-1.0,0.001,-1.0,-1.0
5.280165,-1.0,0.001,-1.0,-1.0
3.6044178,-1.0,0.001,-1.0,-1.0
2.1431293,-1.0,0.001,-1.0,-1.0
1.3177053,-1.0,0.001,-1.0,-1.0
4.3637824,-1.0,0.001,-1.0,-1.0
4.090229,-1.0,0.001,-1.0,-1.0
1.8272038,-1.0,0.001,-1.0,-1.0
2.8677764,-1.0,0.001,-1.0,-1.0
3.7492046,-1.0,0.001,-1.0,-1.0
4.2155633,-1.0,0.001,-1.0,-1.0
2.600832,-1.0,0.001,-1.0,-1.0
2.549186,-1.0,0.001,-1.0,-1.0
2.4152148,-1.0,0.001,-1.0,-1.0
3.3273447,-1.0,0.001,-1.0,-1.0
3.706599,-1.0,0.001,-1.0,-1.0
5.7528577,-1.0,0.001,-1.0,-1.0
3.971054,-1.0,0.001,-1.0,-1.0
2.5908523,-1.0,0.001,-1.0,-1.0
1.9157127,-1.0,0.001,-1.0,-1.0
1.5775964,-1.0,0.001,-1.0,-1.0
4.8586717,-1.0,0.001,-1.0,-1.0
3.678872,-1.0,0.001,-1.0,-1.0
2.5556755,-1.0,0.001,-1.0,-1.0
1.9246271,-1.0,0.001,-1.0,-1.0
2.9053016,-1.0,0.001,-1.0,-1.0
1.717167,-1.0,0.001,-1.0,-1.0
2.0575972,-1.0,0.001,-1.0,-1.0
3.2744985,-1.0,0.001,-1.0,-1.0
3.0667832,-1.0,0.001,-1.0,-1.0
1.5551544,-1.0,0.001,-1.0,-1.0
4.359104,-1.0,0.001,-1.0,-1.0
3.5694358,-1.0,0.001,-1.0,-1.0
2.2323189,-1.0,0.001,-1.0,-1.0
2.6239512,-1.0,0.001,-1.0,-1.0
2.2226171,-1.0,0.001,-1.0,-1.0
1.9152913,-1.0,0.001,-1.0,-1.0
2.2336743,-1.0,0.001,-1.0,-1.0
4.1878066,-1.0,0.001,-1.0,-1.0
4.696163,-1.0,0.001,-1.0,-1.0
2.0930796,-1.0,0.001,-1.0,-1.0
2.8600724,-1.0,0.001,-1.0,-1.0
2.0808864,-1.0,0.001,-1.0,-1.0
1.6317028,-1.0,0.001,-1.0,-1.0
3.323256,-1.0,0.001,-1.0,-1.0
3.0294638,-1.0,0.001,-1.0,-1.0
2.6817918,-1.0,0.001,-1.0,-1.0
1.8759122,-1.0,0.001,-1.0,-1.0
1.7187223,-1.0,0.001,-1.0,-1.0
2.826279,-1.0,0.001,-1.0,-1.0
2.6979744,-1.0,0.001,-1.0,-1.0
2.0903468,-1.0,0.001,-1.0,-1.0
1.3642219,-1.0,0.001,-1.0,-1.0
3.1880093,-1.0,0.001,-1.0,-1.0
2.1019273,-1.0,0.001,-1.0,-1.0
1.9315528,-1.0,0.001,-1.0,-1.0
2.160616,-1.0,0.001,-1.0,-1.0
5.4728713,-1.0,0.001,-1.0,-1.0
4.216733,-1.0,0.001,-1.0,-1.0
1.9823776,-1.0,0.001,-1.0,-1.0
4.8475785,-1.0,0.001,-1.0,-1.0
4.1080494,-1.0,0.001,-1.0,-1.0
4.47108,-1.0,0.001,-1.0,-1.0
3.3389046,-1.0,0.001,-1.0,-1.0
1.5383906,-1.0,0.001,-1.0,-1.0
3.6676078,-1.0,0.001,-1.0,-1.0
3.318727,-1.0,0.001,-1.0,-1.0
2.7283282,-1.0,0.001,-1.0,-1.0
4.984066,-1.0,0.001,-1.0,-1.0
2.0259078,-1.0,0.001,-1.0,-1.0
2.1402633,-1.0,0.001,-1.0,-1.0
3.8907237,-1.0,0.001,-1.0,-1.0
1.4815309,-1.0,0.001,-1.0,-1.0
2.63296,-1.0,0.001,-1.0,-1.0
3.1292448,-1.0,0.001,-1.0,-1.0
2.4653885,-1.0,0.001,-1.0,-1.0
3.7633796,-1.0,0.001,-1.0,-1.0
3.087281,-1.0,0.001,-1.0,-1.0
1.9980597,-1.0,0.001,-1.0,-1.0
2.660924,-1.0,0.001,-1.0,-1.0
4.112302,-1.0,0.001,-1.0,-1.0
1.8720179,-1.0,0.001,-1.0,-1.0
3.3883772,-1.0,0.001,-1.0,-1.0
3.8835874,-1.0,0.001,-1.0,-1.0
4.27041,-1.0,0.001,-1.0,-1.0
5.092825,-1.0,0.001,-1.0,-1.0
3.789862,-1.0,0.001,-1.0,-1.0
5.4443974,-1.0,0.001,-1.0,-1.0
3.4913015,-1.0,0.001,-1.0,-1.0
2.5761497,-1.0,0.001,-1.0,-1.0
3.0308554,-1.0,0.001,-1.0,-1.0
2.6100342,-1.0,0.001,-1.0,-1.0
3.6350844,-1.0,0.001,-1.0,-1.0
4.1742964,-1.0,0.001,-1.0,-1.0
2.6562204,-1.0,0.001,-1.0,-1.0
3.2921317,-1.0,0.001,-1.0,-1.0
2.8579648,-1.0,0.001,-1.0,-1.0
4.613266,-1.0,0.001,-1.0,-1.0
1.893734,-1.0,0.001,-1.0,-1.0
4.9885726,-1.0,0.001,-1.0,-1.0
3.1666155,-1.0,0.001,-1.0,-1.0
2.9052093,-1.0,0.001,-1.0,-1.0
2.5194104,-1.0,0.001,-1.0,-1.0
3.8844328,-1.0,0.001,-1.0,-1.0
1.2320123,-1.0,0.001,-1.0,-1.0
2.4431992,-1.0,0.001,-1.0,-1.0
2.1646545,-1.0,0.001,-1.0,-1.0
4.8626995,-1.0,0.001,-1.0,-1.0
1.4949272,-1.0,0.001,-1.0,-1.0
1.4123669,-1.0,0.001,-1.0,-1.0
4.100187,-1.0,0.001,-1.0,-1.0
3.4950678,-1.0,0.001,-1.0,-1.0
1.3294764,-1.0,0.001,-1.0,-1.0
4.116443,-1.0,0.001,-1.0,-1.0
1.8585131,-1.0,0.001,-1.0,-1.0
2.6191287,-1.0,0.001,-1.0,-1.0
2.3449166,-1.0,0.001,-1.0,-1.0
3.1207926,-1.0,0.001,-1.0,-1.0
1.4189231,-1.0,0.001,-1.0,-1.0
7.856043,-1.0,0.001,-1.0,-1.0
1.982671,-1.0,0.001,-1.0,-1.0
2.8024528,-1.0,0.001,-1.0,-1.0
3.2823725,-1.0,0.001,-1.0,-1.0
2.2947173,-1.0,0.001,-1.0,-1.0
2.1535165,-1.0,0.001,-1.0,-1.0
3.1030953,-1.0,0.001,-1.0,-1.0
1.7896614,-1.0,0.001,-1.0,-1.0
3.8445883,-1.0,0.001,-1.0,-1.0
3.1887128,-1.0,0.001,-1.0,-1.0
4.4552126,-1.0,0.001,-1.0,-1.0
4.7642016,-1.0,0.001,-1.0,-1.0
2.2755663,-1.0,0.001,-1.0,-1.0
2.8377807,-1.0,0.001,-1.0,-1.0
2.1872067,-1.0,0.001,-1.0,-1.0
2.8988023,-1.0,0.001,-1.0,-1.0
3.5177476,-1.0,0.001,-1.0,-1.0
3.0546703,-1.0,0.001,-1.0,-1.0
3.1549108,-1.0,0.001,-1.0,-1.0
1.8930514,-1.0,0.001,-1.0,-1.0
4.3054447,-1.0,0.001,-1.0,-1.0
2.461608,-1.0,0.001,-1.0,-1.0
2.2340348,-1.0,0.001,-1.0,-1.0
2.0882072,-1.0,0.001,-1.0,-1.0
3.956142,-1.0,0.001,-1.0,-1.0
3.0159762,-1.0,0.001,-1.0,-1.0
1.8736334,-1.0,0.001,-1.0,-1.0
2.9806705,-1.0,0.001,-1.0,-1.0
2.1660085,-1.0,0.001,-1.0,-1.0
1.4589461,-1.0,0.001,-1.0,-1.0
1.4536461,-1.0,0.001,-1.0,-1.0
3.2930284,-1.0,0.001,-1.0,-1.0
1.863709,-1.0,0.001,-1.0,-1.0
2.2114742,-1.0,0.001,-1.0,-1.0
3.0639877,-1.0,0.001,-1.0,-1.0
4.3058796,-1.0,0.001,-1.0,-1.0
1.2454511,-1.0,0.001,-1.0,-1.0
1.5409038,-1.0,0.001,-1.0,-1.0
3.1521287,-1.0,0.001,-1.0,-1.0
3.1668952,-1.0,0.001,-1.0,-1.0
3.177696,-1.0,0.001,-1.0,-1.0
2.5534184,-1.0,0.001,-1.0,-1.0
2.1684194,-1.0,0.001,-1.0,-1.0
2.1319723,-1.0,0.001,-1.0,-1.0
2.8357205,-1.0,0.001,-1.0,-1.0
2.668491,-1.0,0.001,-1.0,-1.0
2.2005517,-1.0,0.001,-1.0,-1.0
1.5542189,-1.0,0.001,-1.0,-1.0
5.1501946,-1.0,0.001,-1.0,-1.0
1.4752162,-1.0,0.001,-1.0,-1.0
