,train_loss,dev_loss
1.0,3133.19287109375,39.57188034057617
1.0011723329425557,3064.292724609375,
1.0023446658851114,2770.092041015625,
1.003516998827667,2368.297607421875,
1.0046893317702228,2243.571044921875,
1.0058616647127785,1958.5538330078125,
1.0070339976553342,1725.716552734375,
1.0082063305978899,1614.642822265625,
1.0093786635404456,1517.5118408203125,
1.010550996483001,1395.583740234375,
1.0117233294255568,1266.8892822265625,
1.0128956623681125,1219.5904541015625,
1.0140679953106682,1143.0072021484375,
1.0152403282532239,1110.5177001953125,
1.0164126611957796,1069.36279296875,
1.0175849941383353,1024.3768310546875,
1.018757327080891,992.3426513671875,
1.0199296600234466,925.6192016601562,
1.0211019929660023,885.3180541992188,
1.022274325908558,821.3218383789062,
1.0234466588511137,788.31982421875,
1.0246189917936694,759.3793334960938,
1.0257913247362251,756.6306762695312,
1.0269636576787808,726.602783203125,
1.0281359906213365,688.1448974609375,
1.0293083235638922,655.5375366210938,
1.030480656506448,631.5292358398438,
1.0316529894490034,611.9844970703125,
1.032825322391559,592.5108032226562,
1.0339976553341148,582.6221923828125,
1.0351699882766705,542.638427734375,
1.0363423212192262,534.9464111328125,
1.037514654161782,534.7177734375,
1.0386869871043376,479.81695556640625,
1.0398593200468933,500.6730041503906,
1.041031652989449,449.5864562988281,
1.0422039859320047,442.36956787109375,
1.0433763188745604,429.2141418457031,
1.044548651817116,409.91021728515625,
1.0457209847596718,414.3150329589844,
1.0468933177022275,385.59844970703125,
1.0480656506447832,390.50567626953125,
1.0492379835873389,360.49127197265625,
1.0504103165298946,363.9110107421875,
1.0515826494724503,359.8873596191406,
1.0527549824150058,338.2215881347656,
1.0539273153575615,323.501953125,
1.0550996483001172,312.2900695800781,
1.0562719812426729,313.7210998535156,
1.0574443141852286,299.16796875,
1.0586166471277842,316.33001708984375,
1.05978898007034,277.2581481933594,
1.0609613130128956,290.2165832519531,
1.0621336459554513,272.7288818359375,
1.063305978898007,274.98907470703125,
1.0644783118405627,260.86956787109375,
1.0656506447831184,247.18994140625,
1.0668229777256741,256.4678955078125,
