Train,Dev
6.756610870361328,1.301495
3.132021188735962,1.1715115
6.1798014640808105,0.98407835
3.9278817176818848,0.91948014
4.887086391448975,0.9284864
2.8658196926116943,0.91085666
2.7209036350250244,0.88039446
3.6940689086914062,0.886209
